"","varname","label"
"2376","r_n_h3","Subj:Would you consider the current level of expenditures of your family for foo"
"2377","c_n_h3","Subj:Would you consider the current level of expenditures of your family for foo"
"2378","r_n_h4","Subj:Would you consider the current level of expenditures of your family for foo"
"2379","c_n_h4","Subj:Concern about being able to provide yourself and your family with food/basi"
"2380","r_n_h5","Subj:Concern about being able to provide yourself and your family with food/basi"
"2381","c_n_h5","Subj: How satisfied are you with your current financial situation?"
"2382","r_n_h6","Subj: How satisfied are you with your current financial situation?"
"2383","c_n_h6","Subj:Would you consider the current level of food consumption of your family as:"
"2384","r_n_h7","Subj:Would you consider the current level of food consumption of your family as:"
"2385","c_n_h7","Subj:Would you consider the current level of food consumption of your family as:"
"2386","r_n_h8","Subj:Would you consider the current level of expenditures of your family for foo"
"2387","c_n_h8","Subj:Would you consider the current level of expenditures of your family for foo"
"2388","r_n_h9","Subj:Would you consider the current level of expenditures of your family for foo"
"2389","c_n_h9","Subj:Concern about being able to provide yourself and your family with food/basi"
"2390","r_n_h10","Subj:Concern about being able to provide yourself and your family with food/basi"
"2391","c_n_h10","Subj: How satisfied are you with your current financial situation?"
"2392","r_n_h11","Subj: How satisfied are you with your current financial situation?"
"2393","c_n_h11","Subj:Would you consider the current level of food consumption of your family as:"
"2394","r_n_h12","Subj:Would you consider the current level of food consumption of your family as:"
"2395","c_n_h12","Subj:Would you consider the current level of food consumption of your family as:"
"2396","r_n_h13","Subj:Would you consider the current level of expenditures of your family for foo"
"2397","c_n_h13","Subj:Would you consider the current level of expenditures of your family for foo"
"2398","r_n_h14","Subj:Would you consider the current level of expenditures of your family for foo"
"2399","c_n_h14","Subj:Concern about being able to provide yourself and your family with food/basi"
"2400","r_n_h15","Subj:Concern about being able to provide yourself and your family with food/basi"
"2401","c_n_h15","Subj: How satisfied are you with your current financial situation?"
"2402","r_n_h16","Subj: How satisfied are you with your current financial situation?"
"2403","c_n_h16","Subj:Would you consider the current level of food consumption of your family as:"
"2404","r_n_h17","Subj:Would you consider the current level of food consumption of your family as:"
"2405","c_n_h17","Subj:Would you consider the current level of food consumption of your family as:"
"2406","r_n_h18","Subj:Would you consider the current level of expenditures of your family for foo"
"2407","c_n_h18","Subj:Would you consider the current level of expenditures of your family for foo"
"2408","r_n_h19","Subj:Would you consider the current level of expenditures of your family for foo"
"2409","c_n_h19","Subj:Concern about being able to provide yourself and your family with food/basi"
"2410","r_n_h20","Subj:Concern about being able to provide yourself and your family with food/basi"
"2411","c_n_h20","Subj: How satisfied are you with your current financial situation?"
"2412","r_n_h21","Subj: How satisfied are you with your current financial situation?"
"2413","c_n_h21","Subj:Would you consider the current level of food consumption of your family as:"
"2414","r_n_h23","Subj:Would you consider the current level of food consumption of your family as:"
"2415","c_n_h23","Subj:Would you consider the current level of food consumption of your family as:"
"2416","r_n_g1","Subj:Would you consider the current level of expenditures of your family for foo"
"2417","c_n_g1","Subj:Would you consider the current level of expenditures of your family for foo"
"2418","r_n_g2","Subj:Would you consider the current level of expenditures of your family for foo"
"2419","c_n_g2","Subj:Concern about being able to provide yourself and your family with food/basi"
"2420","r_n_g3","Subj:Concern about being able to provide yourself and your family with food/basi"
"2421","c_n_g3","Subj: How satisfied are you with your current financial situation?"
"2422","r_n_g4","Subj: How satisfied are you with your current financial situation?"
"2423","c_n_g4","Subj:Would you consider the current level of food consumption of your family as:"
"2424","r_n_g5","Subj:Would you consider the current level of food consumption of your family as:"
"2425","c_n_g5","Subj:Would you consider the current level of food consumption of your family as:"
"2426","r_n_g6","Subj:Would you consider the current level of expenditures of your family for foo"
"2427","c_n_g6","Subj:Would you consider the current level of expenditures of your family for foo"
"2428","r_n_g7","Subj:Would you consider the current level of expenditures of your family for foo"
"2429","c_n_g7","Subj:Concern about being able to provide yourself and your family with food/basi"
"2430","r_n_g8","Subj:Concern about being able to provide yourself and your family with food/basi"
"2431","c_n_g8","Subj: How satisfied are you with your current financial situation?"
"2432","r_n_g9","Subj: How satisfied are you with your current financial situation?"
"2433","c_n_g9","Subj:Would you consider the current level of food consumption of your family as:"
"2434","r_n_g10","Subj:Would you consider the current level of food consumption of your family as:"
"2435","c_n_g10","Subj:Would you consider the current level of food consumption of your family as:"
"2436","r_n_g11","Subj:Would you consider the current level of expenditures of your family for foo"
"2437","c_n_g11","Subj:Would you consider the current level of expenditures of your family for foo"
"2438","r_n_g12","Subj:Would you consider the current level of expenditures of your family for foo"
"2439","c_n_g12","Subj:Concern about being able to provide yourself and your family with food/basi"
"2440","r_n_g13","Subj:Concern about being able to provide yourself and your family with food/basi"
"2441","c_n_g13","Subj: How satisfied are you with your current financial situation?"
"2442","r_n_g14","Subj: How satisfied are you with your current financial situation?"
"2443","c_n_g14","Subj:Would you consider the current level of food consumption of your family as:"
"2444","r_n_g15","Subj:Would you consider the current level of food consumption of your family as:"
"2445","c_n_g15","Subj:Would you consider the current level of food consumption of your family as:"
"2446","r_n_g16","Subj:Would you consider the current level of expenditures of your family for foo"
"2447","c_n_g16","Subj:Would you consider the current level of expenditures of your family for foo"
"2448","r_n_g17","Subj:Would you consider the current level of expenditures of your family for foo"
"2449","c_n_g17","Subj:Concern about being able to provide yourself and your family with food/basi"
"2450","r_n_g18","Subj:Concern about being able to provide yourself and your family with food/basi"
"2451","c_n_g18","Subj: How satisfied are you with your current financial situation?"
"2452","r_n_g19","Subj: How satisfied are you with your current financial situation?"
"2453","c_n_g19","Subj:Would you consider the current level of food consumption of your family as:"
"2454","r_n_g20","Subj:Would you consider the current level of food consumption of your family as:"
"2455","c_n_g20","Subj:Would you consider the current level of food consumption of your family as:"
"2456","r_n_g21","Subj:Would you consider the current level of expenditures of your family for foo"
"2457","c_n_g21","Subj:Would you consider the current level of expenditures of your family for foo"
"2458","r_n_g22","Subj:Would you consider the current level of expenditures of your family for foo"
"2459","c_n_g22","Subj:Concern about being able to provide yourself and your family with food/basi"
"2460","r_n_g23","Subj:Concern about being able to provide yourself and your family with food/basi"
"2461","c_n_g23","Subj: How satisfied are you with your current financial situation?"
"2462","r_n_g24","Subj: How satisfied are you with your current financial situation?"
"2463","c_n_g24","Subj:Would you consider the current level of food consumption of your family as:"
"2464","r_n_g25","Subj:Would you consider the current level of food consumption of your family as:"
"2465","c_n_g25","Subj:Would you consider the current level of food consumption of your family as:"
"2466","r_n_g26","Subj:Would you consider the current level of expenditures of your family for foo"
"2467","c_n_g26","Subj:Would you consider the current level of expenditures of your family for foo"
"2468","r_n_g27","Subj:Would you consider the current level of expenditures of your family for foo"
"2469","c_n_g27","Subj:Concern about being able to provide yourself and your family with food/basi"
"2470","r_n_g28","Subj:Concern about being able to provide yourself and your family with food/basi"
"2471","c_n_g28","Subj: How satisfied are you with your current financial situation?"
"2472","r_n_g29","Subj: How satisfied are you with your current financial situation?"
"2473","c_n_g29","Subj:Would you consider the current level of food consumption of your family as:"
"2474","r_n_g30","Subj:Would you consider the current level of food consumption of your family as:"
"2475","c_n_g30","Subj:Would you consider the current level of food consumption of your family as:"
"2476","r_n_g31","Subj:Would you consider the current level of expenditures of your family for foo"
"2477","c_n_g31","Subj:Would you consider the current level of expenditures of your family for foo"
"2478","r_n_g32","Subj:Would you consider the current level of expenditures of your family for foo"
"2479","c_n_g32","Subj:Concern about being able to provide yourself and your family with food/basi"
"2480","r_n_g33","Subj:Concern about being able to provide yourself and your family with food/basi"
"2481","c_n_g33","Subj: How satisfied are you with your current financial situation?"
"2482","r_n_g34","Subj: How satisfied are you with your current financial situation?"
"2483","c_n_g34","Subj:Would you consider the current level of food consumption of your family as:"
"2484","r_n_g35","Subj:Would you consider the current level of food consumption of your family as:"
"2485","c_n_g35","Subj:Would you consider the current level of food consumption of your family as:"
"2486","r_n_g36","Subj:Would you consider the current level of expenditures of your family for foo"
"2487","c_n_g36","Subj:Would you consider the current level of expenditures of your family for foo"
"2488","r_n_g37","Subj:Would you consider the current level of expenditures of your family for foo"
"2489","c_n_g37","Subj:Concern about being able to provide yourself and your family with food/basi"
"2490","r_n_g38","Subj:Concern about being able to provide yourself and your family with food/basi"
"2491","c_n_g38","Subj: How satisfied are you with your current financial situation?"
"2492","r_n_g39","Subj: How satisfied are you with your current financial situation?"
"2493","c_n_g39","Subj:Would you consider the current level of food consumption of your family as:"
"2494","r_n_g40","Subj:Would you consider the current level of food consumption of your family as:"
"2495","c_n_g40","Subj:Would you consider the current level of food consumption of your family as:"
"2496","r_n_g41","Subj:Would you consider the current level of expenditures of your family for foo"
"2497","c_n_g41","Subj:Would you consider the current level of expenditures of your family for foo"
"2498","r_n_g42","Subj:Would you consider the current level of expenditures of your family for foo"
"2499","c_n_g42","Subj:Concern about being able to provide yourself and your family with food/basi"
"2500","r_n_g43","Subj:Concern about being able to provide yourself and your family with food/basi"
"2501","c_n_g43","Subj: How satisfied are you with your current financial situation?"
"2502","r_n_g44","Subj: How satisfied are you with your current financial situation?"
"2503","c_n_g44","Subj:Would you consider the current level of food consumption of your family as:"
"2504","r_n_g45","Subj:Would you consider the current level of food consumption of your family as:"
"2505","c_n_g45","Subj:Would you consider the current level of food consumption of your family as:"
"2506","r_n_j1","Subj:Would you consider the current level of expenditures of your family for foo"
"2507","c_n_j1","Subj:Would you consider the current level of expenditures of your family for foo"
"2508","r_n_j2","Subj:Would you consider the current level of expenditures of your family for foo"
"2509","c_n_j2","Subj:Concern about being able to provide yourself and your family with food/basi"
"2510","r_n_j3","Subj:Concern about being able to provide yourself and your family with food/basi"
"2511","c_n_j3","Subj: How satisfied are you with your current financial situation?"
"2512","r_n_j4","Subj: How satisfied are you with your current financial situation?"
"2513","c_n_j4","Subj:Would you consider the current level of food consumption of your family as:"
"2514","r_n_j5","Subj:Would you consider the current level of food consumption of your family as:"
"2515","c_n_j5","Subj:Would you consider the current level of food consumption of your family as:"
"2516","r_n_j6","Subj:Would you consider the current level of expenditures of your family for foo"
"2517","c_n_j6","Subj:Would you consider the current level of expenditures of your family for foo"
"2518","r_n_j7","Subj:Would you consider the current level of expenditures of your family for foo"
"2519","c_n_j7","Subj:Concern about being able to provide yourself and your family with food/basi"
"2520","r_n_j8","Subj:Concern about being able to provide yourself and your family with food/basi"
"2521","c_n_j8","Subj: How satisfied are you with your current financial situation?"
"2522","r_n_j9","Subj: How satisfied are you with your current financial situation?"
"2523","c_n_j9","Subj:Would you consider the current level of food consumption of your family as:"
"2524","r_n_j10","Subj:Would you consider the current level of food consumption of your family as:"
"2525","c_n_j10","Subj:Would you consider the current level of food consumption of your family as:"
"2526","r_n_j11","Subj:Would you consider the current level of expenditures of your family for foo"
"2527","c_n_j11","Subj:Would you consider the current level of expenditures of your family for foo"
"2528","r_n_j12","Subj:Would you consider the current level of expenditures of your family for foo"
"2529","c_n_j12","Subj:Concern about being able to provide yourself and your family with food/basi"
"2530","r_n_j13","Subj:Concern about being able to provide yourself and your family with food/basi"
"2531","c_n_j13","Subj: How satisfied are you with your current financial situation?"
"2532","r_n_j14","Subj: How satisfied are you with your current financial situation?"
"2533","c_n_j14","Subj:Would you consider the current level of food consumption of your family as:"
"2534","r_n_j15","Subj:Would you consider the current level of food consumption of your family as:"
"2535","c_n_j15","Subj:Would you consider the current level of food consumption of your family as:"
"2536","r_n_j16","Subj:Would you consider the current level of expenditures of your family for foo"
"2537","c_n_j16","Subj:Would you consider the current level of expenditures of your family for foo"
"2538","r_n_j17","Subj:Would you consider the current level of expenditures of your family for foo"
"2539","c_n_j17","Subj:Concern about being able to provide yourself and your family with food/basi"
"2540","r_n_j18","Subj:Concern about being able to provide yourself and your family with food/basi"
"2541","c_n_j18","Subj: How satisfied are you with your current financial situation?"
"2542","r_n_j19","Subj: How satisfied are you with your current financial situation?"
"2543","c_n_j19","Subj:Would you consider the current level of food consumption of your family as:"
"2544","r_n_j20","Subj:Would you consider the current level of food consumption of your family as:"
"2545","c_n_j20","Subj:Would you consider the current level of food consumption of your family as:"
"2546","r_n_j21","Subj:Would you consider the current level of expenditures of your family for foo"
"2547","c_n_j21","Subj:Would you consider the current level of expenditures of your family for foo"
"2548","r_n_j22","Subj:Would you consider the current level of expenditures of your family for foo"
"2549","c_n_j22","Subj:Concern about being able to provide yourself and your family with food/basi"
"2550","r_n_j23","Subj:Concern about being able to provide yourself and your family with food/basi"
"2551","c_n_j23","Subj: How satisfied are you with your current financial situation?"
"2552","r_n_j24","Subj: How satisfied are you with your current financial situation?"
"2553","c_n_j24","Subj:Would you consider the current level of food consumption of your family as:"
"2554","r_n_j25","Subj:Would you consider the current level of food consumption of your family as:"
"2555","c_n_j25","Subj:Would you consider the current level of food consumption of your family as:"
"2556","r_n_j26","Subj:Would you consider the current level of expenditures of your family for foo"
"2557","c_n_j26","Subj:Would you consider the current level of expenditures of your family for foo"
"2558","r_n_j27","Subj:Would you consider the current level of expenditures of your family for foo"
"2559","c_n_j27","Subj:Concern about being able to provide yourself and your family with food/basi"
"2560","r_n_j28","Subj:Concern about being able to provide yourself and your family with food/basi"
"2561","c_n_j28","Subj: How satisfied are you with your current financial situation?"
"2562","r_n_j29","Subj: How satisfied are you with your current financial situation?"
"2563","c_n_j29","Subj:Would you consider the current level of food consumption of your family as:"
"2564","r_n_j30","Subj:Would you consider the current level of food consumption of your family as:"
"2565","c_n_j30","Subj:Would you consider the current level of food consumption of your family as:"
"2566","r_n_j31","Subj:Would you consider the current level of expenditures of your family for foo"
"2567","c_n_j31","Subj:Would you consider the current level of expenditures of your family for foo"
"2568","r_n_j32","Subj:Would you consider the current level of expenditures of your family for foo"
"2569","c_n_j32","Subj:Concern about being able to provide yourself and your family with food/basi"
"2570","r_n_j33","Subj:Concern about being able to provide yourself and your family with food/basi"
"2571","c_n_j33","Subj: How satisfied are you with your current financial situation?"
"2572","r_n_j34","Subj: How satisfied are you with your current financial situation?"
"2573","c_n_j34","Subj:Would you consider the current level of food consumption of your family as:"
"2574","r_n_j35","Subj:Would you consider the current level of food consumption of your family as:"
"2575","c_n_j35","Subj:Would you consider the current level of food consumption of your family as:"
"2576","r_n_j36","Subj:Would you consider the current level of expenditures of your family for foo"
"2577","c_n_j36","Subj:Would you consider the current level of expenditures of your family for foo"
"2578","r_n_j37","Subj:Would you consider the current level of expenditures of your family for foo"
"2579","c_n_j37","Subj:Concern about being able to provide yourself and your family with food/basi"
"2580","r_n_j38","Subj:Concern about being able to provide yourself and your family with food/basi"
"2581","c_n_j38","Subj: How satisfied are you with your current financial situation?"
"2582","r_n_j39","Subj: How satisfied are you with your current financial situation?"
"2583","c_n_j39","Subj:Would you consider the current level of food consumption of your family as:"
"2584","r_n_j40","Subj:Would you consider the current level of food consumption of your family as:"
"2585","c_n_j40","Subj:Would you consider the current level of food consumption of your family as:"
"2586","r_n_j41","Subj:Would you consider the current level of expenditures of your family for foo"
"2587","c_n_j41","Subj:Would you consider the current level of expenditures of your family for foo"
"2588","r_n_j42","Subj:Would you consider the current level of expenditures of your family for foo"
"2589","c_n_j42","Subj:Concern about being able to provide yourself and your family with food/basi"
"2590","r_n_j43","Subj:Concern about being able to provide yourself and your family with food/basi"
"2591","c_n_j43","Subj: How satisfied are you with your current financial situation?"
"2592","r_n_j44","Subj: How satisfied are you with your current financial situation?"
"2593","c_n_j44","Subj:Would you consider the current level of food consumption of your family as:"
"2594","r_n_j45","Subj:Would you consider the current level of food consumption of your family as:"
"2595","c_n_j45","Subj:Would you consider the current level of food consumption of your family as:"
"2596","r_n_l1","Subj:Would you consider the current level of expenditures of your family for foo"
"2597","c_n_l1","Subj:Would you consider the current level of expenditures of your family for foo"
"2598","r_n_l2","Subj:Would you consider the current level of expenditures of your family for foo"
"2599","c_n_l2","Subj:Concern about being able to provide yourself and your family with food/basi"
"2600","r_n_l3","Subj:Concern about being able to provide yourself and your family with food/basi"
"2601","c_n_l3","Subj: How satisfied are you with your current financial situation?"
"2602","r_n_l4","Subj: How satisfied are you with your current financial situation?"
"2603","c_n_l4","Subj:Would you consider the current level of food consumption of your family as:"
"2604","r_n_l7","Subj:Would you consider the current level of food consumption of your family as:"
"2605","c_n_l7","Subj:Would you consider the current level of food consumption of your family as:"
"2606","r_n_l8","Subj:Would you consider the current level of expenditures of your family for foo"
"2607","c_n_l8","Subj:Would you consider the current level of expenditures of your family for foo"
"2608","r_n_l9","Subj:Would you consider the current level of expenditures of your family for foo"
"2609","c_n_l9","Subj:Concern about being able to provide yourself and your family with food/basi"
"2610","r_n_l10","Subj:Concern about being able to provide yourself and your family with food/basi"
"2611","c_n_l10","Subj: How satisfied are you with your current financial situation?"
"2612","r_n_l11","Subj: How satisfied are you with your current financial situation?"
"2613","c_n_l11","Subj:Would you consider the current level of food consumption of your family as:"
"2614","r_n_l16","Subj:Would you consider the current level of food consumption of your family as:"
"2615","c_n_l16","Subj:Would you consider the current level of food consumption of your family as:"
"2616","r_n_l19","Subj:Would you consider the current level of expenditures of your family for foo"
"2617","c_n_l19","Subj:Would you consider the current level of expenditures of your family for foo"
"2618","r_n_l22","Subj:Would you consider the current level of expenditures of your family for foo"
"2619","c_n_l22","Subj:Concern about being able to provide yourself and your family with food/basi"
"2620","r_n_l23","Subj:Concern about being able to provide yourself and your family with food/basi"
"2621","c_n_l23","Subj: How satisfied are you with your current financial situation?"
"2622","r_n_l34","Subj: How satisfied are you with your current financial situation?"
"2623","c_n_l34","Subj:Would you consider the current level of food consumption of your family as:"
"2624","r_n_l36","Subj:Would you consider the current level of food consumption of your family as:"
"2625","c_n_l36","Subj:Would you consider the current level of food consumption of your family as:"
"2626","r_n_l38","Subj:Would you consider the current level of expenditures of your family for foo"
"2627","c_n_l38","Subj:Would you consider the current level of expenditures of your family for foo"
"2628","r_n_l39","Subj:Would you consider the current level of expenditures of your family for foo"
"2629","c_n_l39","Subj:Concern about being able to provide yourself and your family with food/basi"
"2630","r_n_l40","Subj:Concern about being able to provide yourself and your family with food/basi"
"2631","c_n_l40","Subj: How satisfied are you with your current financial situation?"
"2632","r_n_l41","Subj: How satisfied are you with your current financial situation?"
"2633","c_n_l41","Subj:Would you consider the current level of food consumption of your family as:"
"2634","r_n_l42","Subj:Would you consider the current level of food consumption of your family as:"
"2635","c_n_l42","Subj:Would you consider the current level of food consumption of your family as:"
"2636","r_h1","Subj:Would you consider the current level of expenditures of your family for foo"
"2637","c_h1","Subj:Would you consider the current level of expenditures of your family for foo"
"2638","r_h2","Subj:Would you consider the current level of expenditures of your family for foo"
"2639","c_h2","Subj:Concern about being able to provide yourself and your family with food/basi"
"2640","r_h3","Subj:Concern about being able to provide yourself and your family with food/basi"
"2641","c_h3","Subj: How satisfied are you with your current financial situation?"
"2642","r_h4","Subj: How satisfied are you with your current financial situation?"
"2643","c_h4","Subj:Would you consider the current level of food consumption of your family as:"
"2644","r_h5","Subj:Would you consider the current level of food consumption of your family as:"
"2645","c_h5","Subj:Would you consider the current level of food consumption of your family as:"
"2646","r_h6","Subj:Would you consider the current level of expenditures of your family for foo"
"2647","c_h6","Subj:Would you consider the current level of expenditures of your family for foo"
"2648","r_h7","Subj:Would you consider the current level of expenditures of your family for foo"
"2649","c_h7","Subj:Concern about being able to provide yourself and your family with food/basi"
"2650","r_h8","Subj:Concern about being able to provide yourself and your family with food/basi"
"2651","c_h8","Subj: How satisfied are you with your current financial situation?"
"2652","r_h9","Subj: How satisfied are you with your current financial situation?"
"2653","c_h9","Subj:Would you consider the current level of food consumption of your family as:"
"2654","r_h10","Subj:Would you consider the current level of food consumption of your family as:"
"2655","c_h10","Subj:Would you consider the current level of food consumption of your family as:"
"2656","r_h11","Subj:Would you consider the current level of expenditures of your family for foo"
"2657","c_h11","Subj:Would you consider the current level of expenditures of your family for foo"
"2658","r_h12","Subj:Would you consider the current level of expenditures of your family for foo"
"2659","c_h12","Subj:Concern about being able to provide yourself and your family with food/basi"
"2660","r_h13","Subj:Concern about being able to provide yourself and your family with food/basi"
"2661","c_h13","Subj: How satisfied are you with your current financial situation?"
"2662","r_h14","Subj: How satisfied are you with your current financial situation?"
"2663","c_h14","Subj:Would you consider the current level of food consumption of your family as:"
"2664","r_h15","Subj:Would you consider the current level of food consumption of your family as:"
"2665","c_h15","Subj:Would you consider the current level of food consumption of your family as:"
"2666","r_h16","Subj:Would you consider the current level of expenditures of your family for foo"
"2667","c_h16","Subj:Would you consider the current level of expenditures of your family for foo"
"2668","r_h17","Subj:Would you consider the current level of expenditures of your family for foo"
"2669","c_h17","Subj:Concern about being able to provide yourself and your family with food/basi"
"2670","r_h18","Subj:Concern about being able to provide yourself and your family with food/basi"
"2671","c_h18","Subj: How satisfied are you with your current financial situation?"
"2672","r_h19","Subj: How satisfied are you with your current financial situation?"
"2673","c_h19","Subj:Would you consider the current level of food consumption of your family as:"
"2674","r_h20","Subj:Would you consider the current level of food consumption of your family as:"
"2675","c_h20","Subj:Would you consider the current level of food consumption of your family as:"
"2676","r_h21","Subj:Would you consider the current level of expenditures of your family for foo"
"2677","c_h21","Subj:Would you consider the current level of expenditures of your family for foo"
"2678","r_h23","Subj:Would you consider the current level of expenditures of your family for foo"
"2679","c_h23","Subj:Concern about being able to provide yourself and your family with food/basi"
"2680","r_g1","Subj:Concern about being able to provide yourself and your family with food/basi"
"2681","c_g1","Subj: How satisfied are you with your current financial situation?"
"2682","r_g2","Subj: How satisfied are you with your current financial situation?"
"2683","c_g2","Subj:Would you consider the current level of food consumption of your family as:"
"2684","r_g3","Subj:Would you consider the current level of food consumption of your family as:"
"2685","c_g3","Subj:Would you consider the current level of food consumption of your family as:"
"2686","r_g4","Subj:Would you consider the current level of expenditures of your family for foo"
"2687","c_g4","Subj:Would you consider the current level of expenditures of your family for foo"
"2688","r_g5","Subj:Would you consider the current level of expenditures of your family for foo"
"2689","c_g5","Subj:Concern about being able to provide yourself and your family with food/basi"
"2690","r_g6","Subj:Concern about being able to provide yourself and your family with food/basi"
"2691","c_g6","Subj: How satisfied are you with your current financial situation?"
"2692","r_g7","Subj: How satisfied are you with your current financial situation?"
"2693","c_g7","Subj:Would you consider the current level of food consumption of your family as:"
"2694","r_g8","Subj:Would you consider the current level of food consumption of your family as:"
"2695","c_g8","Subj:Would you consider the current level of food consumption of your family as:"
"2696","r_g9","Subj:Would you consider the current level of expenditures of your family for foo"
"2697","c_g9","Subj:Would you consider the current level of expenditures of your family for foo"
"2698","r_g10","Subj:Would you consider the current level of expenditures of your family for foo"
"2699","c_g10","Subj:Concern about being able to provide yourself and your family with food/basi"
"2700","r_g11","Subj:Concern about being able to provide yourself and your family with food/basi"
"2701","c_g11","Subj: How satisfied are you with your current financial situation?"
"2702","r_g12","Subj: How satisfied are you with your current financial situation?"
"2703","c_g12","Subj:Would you consider the current level of food consumption of your family as:"
"2704","r_g13","Subj:Would you consider the current level of food consumption of your family as:"
"2705","c_g13","Subj:Would you consider the current level of food consumption of your family as:"
"2706","r_g14","Subj:Would you consider the current level of expenditures of your family for foo"
"2707","c_g14","Subj:Would you consider the current level of expenditures of your family for foo"
"2708","r_g15","Subj:Would you consider the current level of expenditures of your family for foo"
"2709","c_g15","Subj:Concern about being able to provide yourself and your family with food/basi"
"2710","r_g16","Subj:Concern about being able to provide yourself and your family with food/basi"
"2711","c_g16","Subj: How satisfied are you with your current financial situation?"
"2712","r_g17","Subj: How satisfied are you with your current financial situation?"
"2713","c_g17","Subj:Would you consider the current level of food consumption of your family as:"
"2714","r_g18","Subj:Would you consider the current level of food consumption of your family as:"
"2715","c_g18","Subj:Would you consider the current level of food consumption of your family as:"
"2716","r_g19","Subj:Would you consider the current level of expenditures of your family for foo"
"2717","c_g19","Subj:Would you consider the current level of expenditures of your family for foo"
"2718","r_g20","Subj:Would you consider the current level of expenditures of your family for foo"
"2719","c_g20","Subj:Concern about being able to provide yourself and your family with food/basi"
"2720","r_g21","Subj:Concern about being able to provide yourself and your family with food/basi"
"2721","c_g21","Subj: How satisfied are you with your current financial situation?"
"2722","r_g22","Subj: How satisfied are you with your current financial situation?"
"2723","c_g22","Subj:Would you consider the current level of food consumption of your family as:"
"2724","r_g23","Subj:Would you consider the current level of food consumption of your family as:"
"2725","c_g23","Subj:Would you consider the current level of food consumption of your family as:"
"2726","r_g24","Subj:Would you consider the current level of expenditures of your family for foo"
"2727","c_g24","Subj:Would you consider the current level of expenditures of your family for foo"
"2728","r_g25","Subj:Would you consider the current level of expenditures of your family for foo"
"2729","c_g25","Subj:Concern about being able to provide yourself and your family with food/basi"
"2730","r_g26","Subj:Concern about being able to provide yourself and your family with food/basi"
"2731","c_g26","Subj: How satisfied are you with your current financial situation?"
"2732","r_g27","Subj: How satisfied are you with your current financial situation?"
"2733","c_g27","Subj:Would you consider the current level of food consumption of your family as:"
"2734","r_g28","Subj:Would you consider the current level of food consumption of your family as:"
"2735","c_g28","Subj:Would you consider the current level of food consumption of your family as:"
"2736","r_g29","Subj:Would you consider the current level of expenditures of your family for foo"
"2737","c_g29","Subj:Would you consider the current level of expenditures of your family for foo"
"2738","r_g30","Subj:Would you consider the current level of expenditures of your family for foo"
"2739","c_g30","Subj:Concern about being able to provide yourself and your family with food/basi"
"2740","r_g31","Subj:Concern about being able to provide yourself and your family with food/basi"
"2741","c_g31","Subj: How satisfied are you with your current financial situation?"
"2742","r_g32","Subj: How satisfied are you with your current financial situation?"
"2743","c_g32","Subj:Would you consider the current level of food consumption of your family as:"
"2744","r_g33","Subj:Would you consider the current level of food consumption of your family as:"
"2745","c_g33","Subj:Would you consider the current level of food consumption of your family as:"
"2746","r_g34","Subj:Would you consider the current level of expenditures of your family for foo"
"2747","c_g34","Subj:Would you consider the current level of expenditures of your family for foo"
"2748","r_g35","Subj:Would you consider the current level of expenditures of your family for foo"
"2749","c_g35","Subj:Concern about being able to provide yourself and your family with food/basi"
"2750","r_g36","Subj:Concern about being able to provide yourself and your family with food/basi"
"2751","c_g36","Subj: How satisfied are you with your current financial situation?"
"2752","r_g37","Subj: How satisfied are you with your current financial situation?"
"2753","c_g37","Subj:Would you consider the current level of food consumption of your family as:"
"2754","r_g38","Subj:Would you consider the current level of food consumption of your family as:"
"2755","c_g38","Subj:Would you consider the current level of food consumption of your family as:"
"2756","r_g39","Subj:Would you consider the current level of expenditures of your family for foo"
"2757","c_g39","Subj:Would you consider the current level of expenditures of your family for foo"
"2758","r_g40","Subj:Would you consider the current level of expenditures of your family for foo"
"2759","c_g40","Subj:Concern about being able to provide yourself and your family with food/basi"
"2760","r_g41","Subj:Concern about being able to provide yourself and your family with food/basi"
"2761","c_g41","Subj: How satisfied are you with your current financial situation?"
"2762","r_g42","Subj: How satisfied are you with your current financial situation?"
"2763","c_g42","Subj:Would you consider the current level of food consumption of your family as:"
"2764","r_g43","Subj:Would you consider the current level of food consumption of your family as:"
"2765","c_g43","Subj:Would you consider the current level of food consumption of your family as:"
"2766","r_g44","Subj:Would you consider the current level of expenditures of your family for foo"
"2767","c_g44","Subj:Would you consider the current level of expenditures of your family for foo"
"2768","r_g45","Subj:Would you consider the current level of expenditures of your family for foo"
"2769","c_g45","Subj:Concern about being able to provide yourself and your family with food/basi"
"2770","r_j1","Subj:Concern about being able to provide yourself and your family with food/basi"
"2771","c_j1","Subj: How satisfied are you with your current financial situation?"
"2772","r_j2","Subj: How satisfied are you with your current financial situation?"
"2773","c_j2","Subj:Would you consider the current level of food consumption of your family as:"
"2774","r_j3","Subj:Would you consider the current level of food consumption of your family as:"
"2775","c_j3","Subj:Would you consider the current level of food consumption of your family as:"
"2776","r_j4","Subj:Would you consider the current level of expenditures of your family for foo"
"2777","c_j4","Subj:Would you consider the current level of expenditures of your family for foo"
"2778","r_j5","Subj:Would you consider the current level of expenditures of your family for foo"
"2779","c_j5","Subj:Concern about being able to provide yourself and your family with food/basi"
"2780","r_j6","Subj:Concern about being able to provide yourself and your family with food/basi"
"2781","c_j6","Subj: How satisfied are you with your current financial situation?"
"2782","r_j7","Subj: How satisfied are you with your current financial situation?"
